-118.433333333,34.0583333333,1000
-118.433333333,34.06,1000
-118.433333333,34.0616666667,1000
-118.433333333,34.0633333333,1000
-118.433333333,34.065,1000
-118.433333333,34.0666666667,1000
-118.433333333,34.0683333333,1000
-118.433333333,34.07,1000
-118.433333333,34.0716666667,1000
-118.433333333,34.0733333333,1000
-118.433333333,34.075,1000
-118.433333333,34.0766666667,1000
-118.433333333,34.0783333333,1000
-118.433333333,34.08,1000
-118.433333333,34.0816666667,1000
-118.433333333,34.0833333333,1000
-118.433333333,34.085,1000
-118.433333333,34.0866666667,1000
-118.433333333,34.0883333333,1000
-118.433333333,34.09,1000
-118.433333333,34.0916666667,1000
-118.433333333,34.0933333333,1000
-118.433333333,34.095,1000
-118.433333333,34.0966666667,1000
-118.433333333,34.0983333333,1000
-118.433333333,34.1,1000
-118.433333333,34.1016666667,1000
-118.433333333,34.1033333333,1000
-118.433333333,34.105,1000
-118.433333333,34.1066666667,1000
-118.433333333,34.1083333333,1000
-118.433333333,34.11,1000
-118.433333333,34.1116666667,1000
-118.433333333,34.1133333333,1000
-118.433333333,34.115,1000
-118.433333333,34.1166666667,1000
-118.433333333,34.1183333333,1000
-118.433333333,34.12,1000
-118.433333333,34.1216666667,1000
-118.433333333,34.1233333333,1000
-118.433333333,34.125,1000
-118.433333333,34.1266666667,1000
-118.433333333,34.1283333333,1000
-118.433333333,34.13,1000
-118.433333333,34.1316666667,1000
-118.433333333,34.1333333333,1000
-118.433333333,34.135,1000
-118.433333333,34.1366666667,1000
-118.433333333,34.1383333333,1000
-118.433333333,34.14,1000
-118.433333333,34.1416666667,1000
-118.433333333,34.1433333333,1000
-118.433333333,34.145,1000
-118.433333333,34.1466666667,1000
-118.433333333,34.1483333333,1000
-118.433333333,34.15,1000
-118.433333333,34.1516666667,1000
-118.433333333,34.1533333333,1000
-118.433333333,34.155,1000
-118.433333333,34.1566666667,1000
-118.433333333,34.1583333333,1000
-118.433333333,34.16,1000
-118.433333333,34.1616666667,1000
-118.433333333,34.1633333333,1000
-118.433333333,34.165,1000
-118.433333333,34.1666666667,1000
-118.433333333,34.1683333333,1000
-118.433333333,34.17,1000
-118.433333333,34.1716666667,1000
-118.433333333,34.1733333333,1000
-118.433333333,34.175,1000
-118.433333333,34.1766666667,1000
-118.433333333,34.1783333333,1000
-118.433333333,34.18,1000
-118.433333333,34.1816666667,1000
-118.433333333,34.1833333333,1000
-118.433333333,34.185,1000
-118.433333333,34.1866666667,1000
-118.433333333,34.1883333333,1000
-118.433333333,34.19,1000
-118.433333333,34.1916666667,1000
-118.433333333,34.1933333333,1000
-118.433333333,34.195,1000
-118.433333333,34.1966666667,1000
-118.433333333,34.1983333333,1000
-118.433333333,34.2,1000
-118.433333333,34.2016666667,1000
-118.433333333,34.2033333333,1000
-118.433333333,34.205,1000
-118.433333333,34.2066666667,1000
-118.433333333,34.2083333333,1000
-118.433333333,34.21,1000
-118.433333333,34.2116666667,1000
-118.433333333,34.2133333333,1000
-118.433333333,34.215,1000
-118.433333333,34.2166666667,1000
-118.433333333,34.2183333333,1000
-118.433333333,34.22,1000
-118.433333333,34.2216666667,1000
-118.433333333,34.2233333333,1000
-118.433333333,34.225,1000
-118.433333333,34.2266666667,1000
-118.433333333,34.2283333333,1000
-118.433333333,34.23,1000
-118.433333333,34.2316666667,1000
-118.433333333,34.2333333333,1000
-118.433333333,34.235,1000
-118.433333333,34.2366666667,1000
-118.433333333,34.2383333333,1000
-118.433333333,34.24,1000
-118.433333333,34.2416666667,1000
-118.433333333,34.2433333333,1000
-118.433333333,34.245,1000
-118.433333333,34.2466666667,1000
-118.433333333,34.2483333333,1000
-118.433333333,34.25,1000
-118.433333333,34.2516666667,1000
-118.433333333,34.2533333333,1000
-118.433333333,34.255,1000
-118.433333333,34.2566666667,1000
-118.433333333,34.2583333333,1000
-118.433333333,34.26,1000
-118.433333333,34.2616666667,1000
-118.433333333,34.2633333333,1000
-118.433333333,34.265,1000
-118.433333333,34.2666666667,1000
-118.433333333,34.2683333333,1000
-118.433333333,34.27,1000
-118.433333333,34.2716666667,1000
-118.433333333,34.2733333333,1000
-118.433333333,34.275,1000
-118.433333333,34.2766666667,1000
-118.433333333,34.2783333333,1000
-118.433333333,34.28,1000
-118.433333333,34.2816666667,1000
-118.433333333,34.2833333333,1000
-118.433333333,34.285,1000
-118.433333333,34.2866666667,1000
-118.433333333,34.2883333333,1000
-118.433333333,34.29,1000
-118.433333333,34.2916666667,1000
-118.433333333,34.2933333333,1000
-118.433333333,34.295,1000
-118.433333333,34.2966666667,1000
-118.433333333,34.2983333333,1000
-118.433333333,34.3,1000
-118.433333333,34.3016666667,1000
-118.433333333,34.3033333333,1000
-118.433333333,34.305,1000
-118.433333333,34.3066666667,1000
-118.433333333,34.3083333333,1000
-118.433333333,34.31,1000
-118.433333333,34.3116666667,1000
-118.433333333,34.3133333333,1000
-118.433333333,34.315,1000
-118.433333333,34.3166666667,1000
-118.433333333,34.3183333333,1000
-118.433333333,34.32,1000
-118.433333333,34.3216666667,1000
-118.433333333,34.3233333333,1000
-118.433333333,34.325,1000
-118.433333333,34.3266666667,1000
-118.433333333,34.3283333333,1000
-118.433333333,34.33,1000
-118.433333333,34.3316666667,1000
